yy,admin2,latitude,longitude,num_events,total_fatalities,event_type
2017,Tartous,34.8866,35.8934,4,14,Explosions/Remote violence
2017,Ath Thawrah,35.8382198717949,38.557025,156,602,Battles
2017,Tadmor,34.5656,38.2877,4,32,Violence against civilians
2017,Salkhad,32.49065,36.58085,2,1,Explosions/Remote violence
2017,Az Zabdani,33.6236378640776,36.1433893203883,103,305,Battles
2017,Ain Al Arab,36.8717,38.3651,2,1,Violence against civilians
2017,At Tall,33.6983,36.34485,2,11,Battles
2017,Tall Kalakh,34.74565,36.25185,8,38,Battles
2017,Darayya,33.4579,36.303,3,3,Violence against civilians
2017,As Suqaylabiyah,35.469,36.408,3,2,Violence against civilians
2017,Al Qutayfah,33.8194666666667,36.9088666666667,3,6,Violence against civilians
2017,Az Zabdani,33.6732714285715,36.1132910714286,56,57,Violence against civilians
2017,Al Qusayr,34.5078,36.5803,1,1,Violence against civilians
2017,Al Haffa,35.5995,36.0348,1,1,Violence against civilians
2017,Tartous,34.8866,35.8934,1,0,Battles
